
1
13
13
8
1
3
4
9
10
10
7
5
3
10
2
11
1
28
6
6
3
3
3
8
2
3
10
2
5
5
5
0
6
4
4
6
5
3
1
15
7
8
8
8
1
3
6
2
4
8
4
2
1
5
2
0
2
8
7
12
1
5
9
2
1
7
13
10
7
5
0
0
5
3
0
0
6
7
3
0
10
0
0
0
0
0
