data
21.54479337
29.14887595
15.98650765
5.128907681
44.1760869
78.13076568
23.08761477
25.60379982
56.2695806
100.5959444
19.56410646
16.66095471
60.43809843
50.55825901
46.70970917
69.85516381
19.76631665
64.08826876
36.62636256
49.73284197
35.68518257
6.688866377
49.83318448
22.76325583
29.61692286
54.15018225
48.69914103
31.76474047
33.38586712
33.20830917
24.30146718
33.27756238
36.68309855
9.101562977
86.32519721984863
10.428687572479248
21.244284868240356
62.63810420036316
59.148712396621704
17.523508548736572
62.77551221847534
20.480473041534424
82.23193120956421
66.19412159919739
56.55943059921265
149.8746190071106
4.21663761138916
118.04395580291748
11.688863754272461
178.1257312297821
86.09211826324463
31.42316174507141
73.97337222099304
65.37898516654968
7.761954307556152
23.195323705673218
192.7735779285431
44.62814450263977
